S_No,INV_NO,INV_MONTH,INV_TYPE,CUSTOMER_NUMBER,CUSTOMER_NAME,ORDER_NUMBER,ORDER_TYPE,UNIT_CD,INV_VALUE,SALESREP,PROD_CODE,PROD_GROUP,PRICE_LIST,YY_MM,SAL_COM_NEW,SAL_COM_PER,SAL_COM_VL,SAL_COM_SSIL
1945,1212400507,Jul-24,U12-Machine-Domestic,471042,PREMIER SPG & WVG MILLS PVT LTD,210011479,TMD Machines Domestic UN2,12,11472000,"TMD-Coimbatore SU-VL, SalesEngnr",676,RING FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,344160,3,258120,86040
1946,1112400678,Jul-24,U11-Machine-Domestic,470630,SAI KUMARAN SPINNERS,110010266,TMD Machines Domestic UN1,11,1754700,"TMD-Coimbatore ND-VL, SalesEngnr",380,DRAW FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,70188,4,52641,17547
1947,1112400676,Jul-24,U11-Machine-Domestic,464160,PATRAN SPINTEX LLP,110010781,TMD Machines Domestic UN1,11,3435600,"TMD-Chandigarh U-VL, SalesEngnr",255,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,137424,4,103068,34356
1948,1112400670,Jul-24,U11-Machine-Domestic,472059,"THIAGARAJAR MILLS LTD.,",110011269,TMD Machines Domestic UN1,11,1457800,"TMD-Madurai-VL, SalesEngnr",380,DRAW FRAME,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,58312,4,43734,14578
1949,1112400669,Jul-24,U11-Machine-Domestic,467174,"SANGAM (INDIA) LTD.,",110011242,TMD Machines Domestic UN1,11,3501000,"TMD-Indore-VL, SalesEngnr",255,CARDING,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,140040,4,105030,35010
1950,1212400494,Jul-24,U12-Machine-Domestic,422166,SUNIDHI SPINNING LLP,210011852,TMD Machines Domestic UN2,12,11503068,"TMD-Ahmedabad-VL, SalesEngnr",675,RING FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,345092.04,3,258819.03,86273.01
1951,1212400490,Jul-24,U12-Machine-Domestic,464002,ARIHANT SPINNING MILLS,210012374,TMD Machines Domestic UN2,12,1791400,"TMD-Chandigarh-VL, SalesMgr",9989,SPINPACT,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,53742,3,40306.5,13435.5
1952,1212400486,Jul-24,U12-Machine-Domestic,422166,SUNIDHI SPINNING LLP,210011852,TMD Machines Domestic UN2,12,11503068,"TMD-Ahmedabad-VL, SalesEngnr",675,RING FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,345092.04,3,258819.03,86273.01
1953,1212400482,Jul-24,U12-Machine-Domestic,416030,"MARAL OVERSEAS LTD,",210012432,TMD Machines Domestic UN2,12,1606300,"TMD-Indore-VL, SalesEngnr",126,BLOW ROOM,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,64252,4,48189,16063
1954,1212400481,Jul-24,U12-Machine-Domestic,426180,SATYAM YARN,210011403,TMD Machines Domestic UN2,12,103100,"TMD-Delhi-VL, SalesEngnr",51,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,4124,4,3093,1031
1955,1212400472,Jul-24,U12-Machine-Domestic,426180,SATYAM YARN,210011403,TMD Machines Domestic UN2,12,226000,"TMD-Delhi-VL, SalesEngnr",60,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,9040,4,6780,2260
1956,1212400464,Jul-24,U12-Machine-Domestic,422166,SUNIDHI SPINNING LLP,210011852,TMD Machines Domestic UN2,12,90700,"TMD-Ahmedabad-VL, SalesEngnr",52,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,3628,4,2721,907
1957,1112400640,Jul-24,U11-Machine-Domestic,464140,AMG SPINTEX LLP,110010492,TMD Machines Domestic UN1,11,3435600,"TMD-Chandigarh D-VL, SalesEngnr",255,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,137424,4,103068,34356
1958,1112400642,Jul-24,U11-Machine-Domestic,470429,GUHAN SPIN TEX,110010641,TMD Machines Domestic UN1,11,3288600,"TMD-Coimbatore ND-VL, SalesEngnr",255,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,131544,4,98658,32886
1959,1212400458,Jul-24,U12-Machine-Domestic,478181,"PARTH THREAD PVT LTD.,",210011079,TMD Machines Domestic UN2,12,138100,"TMD-Delhi-VL, SalesEngnr",24,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,5524,4,4143,1381
1960,1212400455,Jul-24,U12-Machine-Domestic,472460,MADURA COATS PRIVATE LTD-,210012436,TMD Machines Domestic UN2,12,10768180,"TMD-Madurai-VL, SalesEngnr",675,RING FRAME,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,323045.4,3,242284.05,80761.35
1961,1112400636,Jul-24,U11-Machine-Domestic,422186,KANSAL SPINNING MILLS PVT LTD,110010947,TMD Machines Domestic UN1,11,660800,"TMD-Ahmedabad-VL, SalesEngnr",721,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,26432,4,19824,6608
1962,1112400633,Jul-24,U11-Machine-Domestic,422186,KANSAL SPINNING MILLS PVT LTD,110010947,TMD Machines Domestic UN1,11,2627800,"TMD-Ahmedabad-VL, SalesEngnr",255,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,105112,4,78834,26278
1963,1212400449,Jul-24,U12-Machine-Domestic,471863,GANESH SPINTEX (P) LIMITED,210012431,TMD Machines Domestic UN2,12,1562480,"TMD-Coimbatore NU-VL, SalesEngnr",9979,SPINPACT,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,46874.4,3,35155.8,11718.6
1964,1112400631,Jul-24,U11-Machine-Domestic,422186,KANSAL SPINNING MILLS PVT LTD,110010947,TMD Machines Domestic UN1,11,1340900,"TMD-Ahmedabad-VL, SalesEngnr",380,DRAW FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,53636,4,40227,13409
1965,1212400444,Jul-24,U12-Machine-Domestic,472395,SRI LAKSHMI TEXTILES,210012467,TMD Machines Domestic UN2,12,1466240,"TMD-Coimbatore SU-VL, SalesEngnr",9979,SPINPACT,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,43987.2,3,32990.4,10996.8
1966,1212400447,Jul-24,U12-Machine-Domestic,422166,SUNIDHI SPINNING LLP,210011852,TMD Machines Domestic UN2,12,103100,"TMD-Ahmedabad-VL, SalesEngnr",51,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,4124,4,3093,1031
1967,1212400435,Jul-24,U12-Machine-Domestic,434095,BEST COTTON MILLS PRIVATE LIMITED - UNIT II,210012420,TMD Machines Domestic UN2,12,105100,"TMD-Coimbatore Nr-SSIL, SalesEngr",51,BLOW ROOM,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,4204,4,3153,1051
1968,1212400592,Jul-24,U12-Machine-Domestic,472010,SRI JAYAJOTHI AND COMPANY PRIVATE LIMITED,210011979,TMD Machines Domestic UN2,12,8033386,"TMD-Madurai-SSIL, Sales Engnr",675,RING FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,241001.58,3,180751.19,60250.39
1969,1212400606,Jul-24,U12-Machine-Domestic,428068,VMT Spinning Mills,210012447,TMD Machines Domestic UN2,12,7750440,"TMD-Chandigarh D-VL, SalesEngnr",676,RING FRAME,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,232513.2,3,174384.9,58128.3
1970,1212400604,Jul-24,U12-Machine-Domestic,470570,AMBERTEX UNIVERSAL SPINNING DIVISION,210012444,TMD Machines Domestic UN2,12,1529400,"TMD-Coimbatore ND-VL, SalesEngnr",9979,SPINPACT,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,45882,3,34411.5,11470.5
1971,1112400749,Jul-24,U11-Machine-Domestic,473512,"ADARSH KNITWEAR (P) LTD.,",110011312,TMD Machines Domestic UN1,11,4963200,"TMD-Coimbatore ND-VL, SalesEngnr",487,COMBER,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,198528,4,148896,49632
1972,1112400747,Jul-24,U11-Machine-Domestic,426180,SATYAM YARN,110010498,TMD Machines Domestic UN1,11,3384800,"TMD-Delhi-VL, SalesEngnr",256,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,135392,4,101544,33848
1973,1112400731,Jul-24,U11-Machine-Domestic,426225,JAI BHARAT SPINNER,110011076,TMD Machines Domestic UN1,11,2106300,"TMD-Delhi-VL, SalesEngnr",371,DRAW FRAME,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,84252,4,63189,21063
1974,1212400575,Jul-24,U12-Machine-Domestic,473512,"ADARSH KNITWEAR (P) LTD.,",210012482,TMD Machines Domestic UN2,12,2591900,"TMD-Coimbatore ND-VL, SalesEngnr",9989,SPINPACT,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,77757,3,58317.75,19439.25
1975,1112400719,Jul-24,U11-Machine-Domestic,471615,SAHANA TEXTILES,110010860,TMD Machines Domestic UN1,11,4813400,"TMD-Madurai-VL, SalesEngnr",487,COMBER,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,192536,4,144402,48134
1976,1212400570,Jul-24,U12-Machine-Domestic,422166,SUNIDHI SPINNING LLP,210011852,TMD Machines Domestic UN2,12,105000,"TMD-Ahmedabad-VL, SalesEngnr",60,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,4200,4,3150,1050
1977,1212400566,Jul-24,U12-Machine-Domestic,422166,SUNIDHI SPINNING LLP,210011852,TMD Machines Domestic UN2,12,13263908,"TMD-Ahmedabad-VL, SalesEngnr",676,RING FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,397917.24,3,298437.93,99479.31
1978,1212400564,Jul-24,U12-Machine-Domestic,422027,ARVIND LIMITED(UNIT-ASOKA SPINTEX),210012423,TMD Machines Domestic UN2,12,92500,"TMD-Ahmedabad-VL, SalesEngnr",52,BLOW ROOM,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,3700,4,2775,925
1979,1112400716,Jul-24,U11-Machine-Domestic,464002,ARIHANT SPINNING MILLS,110011292,TMD Machines Domestic UN1,11,1803000,"TMD-Chandigarh D-VL, SalesEngnr",380,DRAW FRAME,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,72120,4,54090,18030
1980,1212400556,Jul-24,U12-Machine-Domestic,464002,ARIHANT SPINNING MILLS,210012374,TMD Machines Domestic UN2,12,1791400,"TMD-Chandigarh-VL, SalesMgr",9989,SPINPACT,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,53742,3,40306.5,13435.5
1981,1212400550,Jul-24,U12-Machine-Domestic,426169,PARVEEN COTSPIN MILLS PRIVATE LIMITED,210011134,TMD Machines Domestic UN2,12,138100,"TMD-Delhi-VL, SalesEngnr",24,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,5524,4,4143,1381
1982,1212400552,Jul-24,U12-Machine-Domestic,426169,PARVEEN COTSPIN MILLS PRIVATE LIMITED,210011134,TMD Machines Domestic UN2,12,90700,"TMD-Delhi-VL, SalesEngnr",52,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,3628,4,2721,907
1983,1212400547,Jul-24,U12-Machine-Domestic,467091,RSWM LIMITED,210012452,TMD Machines Domestic UN2,12,1344300,"TMD-Indore-VL, SalesEngnr",9989,SPINPACT,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,40329,3,30246.75,10082.25
1984,1112400707,Jul-24,U11-Machine-Domestic,464002,ARIHANT SPINNING MILLS,110011292,TMD Machines Domestic UN1,11,1803000,"TMD-Chandigarh D-VL, SalesEngnr",380,DRAW FRAME,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,72120,4,54090,18030
1985,1212400538,Jul-24,U12-Machine-Domestic,467174,"SANGAM (INDIA) LTD.,",210012388,TMD Machines Domestic UN2,12,47500,"TMD-Indore-VL, SalesEngnr",53,BLOW ROOM,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,1900,4,1425,475
1986,1212400533,Jul-24,U12-Machine-Domestic,443005,BHILOSA INDUSTRIES PVT LTD,210010466,TMD Machines Domestic UN2,12,138100,"TMD-Mumbai-VL, SalesEngnr",24,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,5524,4,4143,1381
1987,1212400532,Jul-24,U12-Machine-Domestic,471778,SRI KARPAGA VINAYAGAR TEXTILES(POL),210012469,TMD Machines Domestic UN2,12,98000,"TMD-Coimbatore Su-SSIL, SalesEngr",45,BLOW ROOM,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,3920,4,2940,980
1988,1212400529,Jul-24,U12-Machine-Domestic,478137,GESL SPINNERS PRIVATE LIMITED,210012103,TMD Machines Domestic UN2,12,5749760,"TMD-Delhi-VL, SalesEngnr",675,RING FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,172492.8,3,129369.6,43123.2
1989,1212400524,Jul-24,U12-Machine-Domestic,467091,RSWM LIMITED,210012452,TMD Machines Domestic UN2,12,1344300,"TMD-Indore-VL, SalesEngnr",9989,SPINPACT,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,40329,3,30246.75,10082.25
1990,1212400522,Jul-24,U12-Machine-Domestic,467011,BANSWARA SYNTEX LTD,210011913,TMD Machines Domestic UN2,12,5662760,"TMD-Indore-VL, SalesEngnr",675,RING FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,169882.8,3,127412.1,42470.7
1991,1212400521,Jul-24,U12-Machine-Domestic,473020,"ELLJAY TEXTILES P LTD.,",210012484,TMD Machines Domestic UN2,12,2159900,"TMD-Madurai-SSIL, Sales Engnr",9986,SPINPACT,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,64797,3,48597.75,16199.25
1992,1112400684,Jul-24,U11-Machine-Domestic,478181,"PARTH THREAD PVT LTD.,",110010207,TMD Machines Domestic UN1,11,5504600,"TMD-Delhi-VL, SalesEngnr",549,SPEED FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,165138,3,123853.5,41284.5
1993,1212400501,Jul-24,U12-Machine-Domestic,471095,SREE KARPAGAMBAL MILLS LTD,210012173,TMD Machines Domestic UN2,12,10613980,"TMD-Madurai-VL, SalesEngnr",675,RING FRAME,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,318419.4,3,238814.55,79604.85
1994,1212400504,Jul-24,U12-Machine-Domestic,467091,RSWM LIMITED,210012452,TMD Machines Domestic UN2,12,1344300,"TMD-Indore-VL, SalesEngnr",9989,SPINPACT,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,40329,3,30246.75,10082.25
1995,1112400672,Jul-24,U11-Machine-Domestic,422166,SUNIDHI SPINNING LLP,110010844,TMD Machines Domestic UN1,11,2408900,"TMD-Ahmedabad-VL, SalesEngnr",389,DRAW FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,96356,4,72267,24089
1996,1212400500,Jul-24,U12-Machine-Domestic,422031,SIDDHI SPINNERS PVT LTD,210012437,TMD Machines Domestic UN2,12,135200,"TMD-Ahmedabad-VL, SalesEngnr",51,BLOW ROOM,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,5408,4,4056,1352
1997,1212400493,Jul-24,U12-Machine-Domestic,464002,ARIHANT SPINNING MILLS,210012374,TMD Machines Domestic UN2,12,1791400,"TMD-Chandigarh-VL, SalesMgr",9989,SPINPACT,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,53742,3,40306.5,13435.5
1998,1212400488,Jul-24,U12-Machine-Domestic,472146,AMBIKA COTTON MILLS LTD-UNIT-IV,210012463,TMD Machines Domestic UN2,12,92500,"TMD-Madurai-SSIL, Sales Engnr",52,BLOW ROOM,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,3700,4,2775,925
1999,1212400484,Jul-24,U12-Machine-Domestic,422166,SUNIDHI SPINNING LLP,210011852,TMD Machines Domestic UN2,12,60900,"TMD-Ahmedabad-VL, SalesEngnr",188,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,2436,4,1827,609
2000,1212400478,Jul-24,U12-Machine-Domestic,416030,"MARAL OVERSEAS LTD,",210012432,TMD Machines Domestic UN2,12,1144200,"TMD-Indore-VL, SalesEngnr",122,BLOW ROOM,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,45768,4,34326,11442
2001,1112400651,Jul-24,U11-Machine-Domestic,424721,UNITECH COTSPIN LIMITED,110011142,TMD Machines Domestic UN1,11,3416400,"TMD-Ahmedabad-VL, SalesEngnr",255,CARDING,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,136656,4,102492,34164
2002,1112400645,Jul-24,U11-Machine-Domestic,422166,SUNIDHI SPINNING LLP,110010844,TMD Machines Domestic UN1,11,2681700,"TMD-Ahmedabad-VL, SalesEngnr",335,DRAW FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,107268,4,80451,26817
2003,1212400471,Jul-24,U12-Machine-Domestic,472460,MADURA COATS PRIVATE LTD-,210012436,TMD Machines Domestic UN2,12,10768180,"TMD-Madurai-VL, SalesEngnr",675,RING FRAME,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,323045.4,3,242284.05,80761.35
2004,1112400637,Jul-24,U11-Machine-Domestic,467174,"SANGAM (INDIA) LTD.,",110011241,TMD Machines Domestic UN1,11,4679100,"TMD-Indore-VL, SalesEngnr",549,SPEED FRAME,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,140373,3,105279.75,35093.25
2005,1112400634,Jul-24,U11-Machine-Domestic,422186,KANSAL SPINNING MILLS PVT LTD,110010947,TMD Machines Domestic UN1,11,660800,"TMD-Ahmedabad-VL, SalesEngnr",721,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,26432,4,19824,6608
2006,1112400632,Jul-24,U11-Machine-Domestic,472059,"THIAGARAJAR MILLS LTD.,",110011269,TMD Machines Domestic UN1,11,1457800,"TMD-Madurai-VL, SalesEngnr",380,DRAW FRAME,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,58312,4,43734,14578
2007,1212400441,Jul-24,U12-Machine-Domestic,440112,SKSM SPINNERS (INDIA) PRIVATE LIMITED,210012144,TMD Machines Domestic UN2,12,103100,"TMD-Indore-VL, SalesEngnr",51,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,4124,4,3093,1031
2008,1212400440,Jul-24,U12-Machine-Domestic,440112,SKSM SPINNERS (INDIA) PRIVATE LIMITED,210012144,TMD Machines Domestic UN2,12,46600,"TMD-Indore-VL, SalesEngnr",53,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,1864,4,1398,466
2009,1212400439,Jul-24,U12-Machine-Domestic,440112,SKSM SPINNERS (INDIA) PRIVATE LIMITED,210012144,TMD Machines Domestic UN2,12,138100,"TMD-Indore-VL, SalesEngnr",24,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,5524,4,4143,1381
2010,1212400437,Jul-24,U12-Machine-Domestic,440112,SKSM SPINNERS (INDIA) PRIVATE LIMITED,210012144,TMD Machines Domestic UN2,12,103100,"TMD-Indore-VL, SalesEngnr",51,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,4124,4,3093,1031
2011,1212400594,Jul-24,U12-Machine-Domestic,472038,"SRI VARADARAJA TEXTILES PVT. LTD.,",210012459,TMD Machines Domestic UN2,12,1653700,"TMD-Coimbatore ND-VL, SalesEngnr",9986,SPINPACT,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,49611,3,37208.25,12402.75
2012,1212400603,Jul-24,U12-Machine-Domestic,472038,"SRI VARADARAJA TEXTILES PVT. LTD.,",210012459,TMD Machines Domestic UN2,12,1653700,"TMD-Coimbatore ND-VL, SalesEngnr",9986,SPINPACT,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,49611,3,37208.25,12402.75
2013,1212400597,Jul-24,U12-Machine-Domestic,431021,RAMDAS ATHAVALE MAGASWARGIA KAPUS UTPA SHETKARI SA,210012090,TMD Machines Domestic UN2,12,90700,"TMD-Nagpur-VL, SalesEngnr",52,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,3628,4,2721,907
2014,1112400760,Jul-24,U11-Machine-Domestic,478003,S D POLYTECH PRIVATE LIMITED,110011274,TMD Machines Domestic UN1,11,2479800,"TMD-Delhi-VL, SalesEngnr",389,DRAW FRAME,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,99192,4,74394,24798
2015,1112400758,Jul-24,U11-Machine-Domestic,472059,"THIAGARAJAR MILLS LTD.,",110011269,TMD Machines Domestic UN1,11,4986500,"TMD-Madurai-VL, SalesEngnr",456,COMBER,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,199460,4,149595,49865
2016,1212400577,Jul-24,U12-Machine-Domestic,464140,AMG SPINTEX LLP,210012481,TMD Machines Domestic UN2,12,45500,"TMD-Chandigarh D-VL, SalesEngnr",48,BLOW ROOM,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,1820,4,1365,455
2017,1112400723,Jul-24,U11-Machine-Domestic,464002,ARIHANT SPINNING MILLS,110011292,TMD Machines Domestic UN1,11,1803000,"TMD-Chandigarh D-VL, SalesEngnr",380,DRAW FRAME,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,72120,4,54090,18030
2018,1112400710,Jul-24,U11-Machine-Domestic,478137,GESL SPINNERS PRIVATE LIMITED,110011027,TMD Machines Domestic UN1,11,3288600,"TMD-Delhi-VL, SalesEngnr",255,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,131544,4,98658,32886
2019,1212400553,Jul-24,U12-Machine-Domestic,426169,PARVEEN COTSPIN MILLS PRIVATE LIMITED,210011134,TMD Machines Domestic UN2,12,90700,"TMD-Delhi-VL, SalesEngnr",52,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,3628,4,2721,907
2020,1112400697,Jul-24,U11-Machine-Domestic,471913,"THIAGARAJAR MILLS (P) LTD.,UNIT-III",110011146,TMD Machines Domestic UN1,11,3361600,"TMD-Madurai-VL, SalesEngnr",259,CARDING,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,134464,4,100848,33616
2021,1112400693,Jul-24,U11-Machine-Domestic,426169,PARVEEN COTSPIN MILLS PRIVATE LIMITED,110010260,TMD Machines Domestic UN1,11,3398800,"TMD-Delhi-VL, SalesEngnr",256,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,135952,4,101964,33988
2022,1112400688,Jul-24,U11-Machine-Domestic,426194,LOMA COTSPIN PRIVATE LIMITED,110011196,TMD Machines Domestic UN1,11,2724000,"TMD-Delhi-VL, SalesEngnr",256,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,108960,4,81720,27240
2023,1212400519,Jul-24,U12-Machine-Domestic,467091,RSWM LIMITED,210012452,TMD Machines Domestic UN2,12,1344300,"TMD-Indore-VL, SalesEngnr",9989,SPINPACT,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,40329,3,30246.75,10082.25
2024,1112400682,Jul-24,U11-Machine-Domestic,478137,GESL SPINNERS PRIVATE LIMITED,110011027,TMD Machines Domestic UN1,11,5504600,"TMD-Delhi-VL, SalesEngnr",549,SPEED FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,165138,3,123853.5,41284.5
2025,1112400677,Jul-24,U11-Machine-Domestic,467174,"SANGAM (INDIA) LTD.,",110011242,TMD Machines Domestic UN1,11,2444200,"TMD-Indore-VL, SalesEngnr",389,DRAW FRAME,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,97768,4,73326,24442
2026,1112400674,Jul-24,U11-Machine-Domestic,440112,SKSM SPINNERS (INDIA) PRIVATE LIMITED,110011051,TMD Machines Domestic UN1,11,3435600,"TMD-Indore-VL, SalesEngnr",255,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,137424,4,103068,34356
2027,1212400505,Jul-24,U12-Machine-Domestic,471095,SREE KARPAGAMBAL MILLS LTD,210012173,TMD Machines Domestic UN2,12,10613980,"TMD-Madurai-VL, SalesEngnr",675,RING FRAME,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,318419.4,3,238814.55,79604.85
2028,1212400495,Jul-24,U12-Machine-Domestic,431011,SUTLEJ TEXTILES AND INDUSTRIES LTD,210012461,TMD Machines Domestic UN2,12,9731240,"TMD-Chandigarh-VL, SalesMgr",676,RING FRAME,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,291937.2,3,218952.9,72984.3
2029,1112400664,Jul-24,U11-Machine-Domestic,440058,PRATIBHA SYNTEX LIMITED,110011305,TMD Machines Domestic UN1,11,5300300,"TMD-Indore-VL, SalesEngnr",487,COMBER,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,212012,4,159009,53003
2030,1112400656,Jul-24,U11-Machine-Domestic,422166,SUNIDHI SPINNING LLP,110010844,TMD Machines Domestic UN1,11,6804900,"TMD-Ahmedabad-VL, SalesEngnr",549,SPEED FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,204147,3,153110.25,51036.75
2031,1112400647,Jul-24,U11-Machine-Domestic,470620,S.N.N.TEXTILES PRIVATE LIMITED,110011296,TMD Machines Domestic UN1,11,4843900,"TMD-Coimbatore ND-VL, SalesEngnr",487,COMBER,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,193756,4,145317,48439
2032,1112400641,Jul-24,U11-Machine-Domestic,473300,"SOMANUR KALPANA COTTON (INDIA) P LTD.,",110011221,TMD Machines Domestic UN1,11,4963200,"TMD-Coimbatore ND-VL, SalesEngnr",487,COMBER,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,198528,4,148896,49632
2033,1112400629,Jul-24,U11-Machine-Domestic,464140,AMG SPINTEX LLP,110010492,TMD Machines Domestic UN1,11,3435600,"TMD-Chandigarh D-VL, SalesEngnr",255,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,137424,4,103068,34356
2034,1212400446,Jul-24,U12-Machine-Domestic,422166,SUNIDHI SPINNING LLP,210011852,TMD Machines Domestic UN2,12,103100,"TMD-Ahmedabad-VL, SalesEngnr",51,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,4124,4,3093,1031
2035,1212400443,Jul-24,U12-Machine-Domestic,440112,SKSM SPINNERS (INDIA) PRIVATE LIMITED,210012144,TMD Machines Domestic UN2,12,96100,"TMD-Indore-VL, SalesEngnr",45,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,3844,4,2883,961
2036,1212400433,Jul-24,U12-Machine-Domestic,440112,SKSM SPINNERS (INDIA) PRIVATE LIMITED,210012144,TMD Machines Domestic UN2,12,204000,"TMD-Indore-VL, SalesEngnr",60,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202407,8160,4,6120,2040
2037,1212400607,Jul-24,U12-Machine-Domestic,428068,VMT Spinning Mills,210012447,TMD Machines Domestic UN2,12,7750440,"TMD-Chandigarh D-VL, SalesEngnr",676,RING FRAME,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,232513.2,3,174384.9,58128.3
2038,1212400601,Jul-24,U12-Machine-Domestic,428065,VARDHAMAN SPINNING MILLS,210012443,TMD Machines Domestic UN2,12,2724700,"TMD-Chandigarh-VL, SalesMgr",74,BLOW ROOM,TMDMC-DOMESTIC-MAY-2023(with incentive),202407,108988,4,81741,27247
